month,state,permit,handgun,long_gun,other,multiple,totals
2015-04-01,New Jersey,0.0,4462.0,3002.0,130.0,0,7594
2015-04-01,New Mexico,916.0,5084.0,3754.0,287.0,219,11299
2015-04-01,New York,3186.0,9004.0,13499.0,557.0,149,26818
2015-04-01,North Carolina,22434.0,950.0,9667.0,535.0,202,37520
2015-04-01,North Dakota,677.0,1530.0,2666.0,77.0,80,5225
2015-04-01,Ohio,12671.0,26841.0,16124.0,1256.0,1022,59965
2015-04-01,Oklahoma,0.0,12508.0,8819.0,841.0,776,26152
2015-04-01,Oregon,20.0,11238.0,9305.0,0.0,0,20563
2015-04-01,Pennsylvania,21161.0,45156.0,7908.0,0.0,0,74820
2015-04-01,Rhode Island,0.0,931.0,594.0,66.0,113,1710
2015-04-01,South Carolina,8009.0,8123.0,4493.0,364.0,286,22801
2015-04-01,South Dakota,720.0,2474.0,3118.0,162.0,157,6951
2015-04-01,Tennessee,13585.0,19190.0,11361.0,0.0,836,44972
2015-04-01,Texas,21605.0,41412.0,29218.0,2447.0,2052,106032
2015-04-01,Utah,13427.0,2720.0,3124.0,134.0,153,20361
2015-04-01,Vermont,0.0,1470.0,1477.0,57.0,74,3081
2015-04-01,Virginia,658.0,18272.0,12038.0,686.0,0,31657
2015-04-01,Washington,9867.0,14397.0,9063.0,1206.0,506,38008
2015-04-01,West Virginia,3212.0,6777.0,5845.0,206.0,371,18739
2015-04-01,Wisconsin,6576.0,11606.0,12006.0,564.0,43,31164
2015-04-01,Wyoming,559.0,1668.0,1995.0,70.0,97,4697
2015-03-01,Alabama,21726.0,17870.0,12707.0,701.0,732,57152
2015-03-01,Alaska,255.0,3114.0,3092.0,206.0,171,7223
2015-03-01,Arizona,4107.0,12720.0,7999.0,777.0,579,28402
2015-03-01,Arkansas,4650.0,7010.0,5843.0,198.0,312,20397
2015-03-01,California,126134.0,38597.0,30120.0,3822.0,0,199833
2015-03-01,Colorado,3710.0,17716.0,14259.0,939.0,1112,37740
2015-03-01,Connecticut,13911.0,11432.0,4709.0,250.0,0,30302
2015-03-01,Delaware,500.0,2145.0,1741.0,77.0,75,4610
2015-03-01,Florida,17066.0,46739.0,22690.0,2279.0,1664,93683
2015-03-01,Georgia,18105.0,16366.0,9436.0,459.0,583,48200
2015-03-01,Hawaii,1344.0,0.0,0.0,0.0,0,1344
2015-03-01,Idaho,3323.0,3303.0,4416.0,179.0,165,12234
2015-03-01,Illinois,68243.0,17517.0,10329.0,0.0,681,96770
2015-03-01,Indiana,44831.0,22176.0,13898.0,1201.0,670,83305
2015-03-01,Iowa,11320.0,295.0,3211.0,24.0,7,14948
2015-03-01,Kansas,2514.0,6823.0,5529.0,296.0,317,16337
2015-03-01,Kentucky,258825.0,10407.0,8327.0,283.0,529,281518
2015-03-01,Louisiana,1589.0,12506.0,9438.0,797.0,589,26788
2015-03-01,Maine,0.0,3634.0,3215.0,207.0,156,7438
2015-03-01,Maryland,1800.0,3235.0,5268.0,134.0,18,10656
2015-03-01,Massachusetts,5379.0,6905.0,3446.0,380.0,172,16296
2015-03-01,Michigan,17994.0,13506.0,10617.0,431.0,228,43233
2015-03-01,Minnesota,27319.0,10796.0,12244.0,575.0,409,51987
2015-03-01,Mississippi,1167.0,8788.0,5791.0,276.0,312,18635
2015-03-01,Missouri,9321.0,23164.0,15636.0,1086.0,1037,52566
2015-03-01,Montana,1266.0,3203.0,4804.0,125.0,234,10863
2015-03-01,Nebraska,4531.0,123.0,2037.0,16.0,7,6796
2015-03-01,Nevada,2226.0,4938.0,3075.0,242.0,271,11192
2015-03-01,New Hampshire,3529.0,4853.0,3215.0,105.0,0,11780
2015-03-01,New Jersey,0.0,4924.0,3456.0,149.0,0,8529
2015-03-01,New Mexico,834.0,6149.0,4853.0,357.0,275,13587
2015-03-01,New York,4253.0,9776.0,14574.0,663.0,154,29889
2015-03-01,North Carolina,27047.0,1182.0,12154.0,639.0,208,45196
2015-03-01,North Dakota,751.0,2086.0,3302.0,92.0,105,6517
2015-03-01,Ohio,4378.0,32293.0,20400.0,1797.0,1350,62389
2015-03-01,Oklahoma,0.0,14307.0,10437.0,981.0,892,29926
2015-03-01,Oregon,97.0,12693.0,11105.0,0.0,0,23895
2015-03-01,Pennsylvania,24290.0,56770.0,10644.0,0.0,0,92329
2015-03-01,Rhode Island,0.0,1038.0,743.0,54.0,112,1953
2015-03-01,South Carolina,7695.0,9999.0,6364.0,446.0,324,26546
2015-03-01,South Dakota,1115.0,3103.0,4041.0,169.0,193,8923
2015-03-01,Tennessee,1967.0,22617.0,14513.0,0.0,967,40064
2015-03-01,Texas,23183.0,53371.0,36853.0,2987.0,2534,129368
2015-03-01,Utah,15127.0,3186.0,3867.0,159.0,161,23422
2015-03-01,Vermont,0.0,1522.0,1485.0,51.0,54,3115
2015-03-01,Virginia,389.0,22865.0,15230.0,923.0,0,39427
2015-03-01,Washington,11525.0,15965.0,11213.0,1310.0,536,43542
2015-03-01,West Virginia,6320.0,9314.0,6894.0,307.0,503,25804
2015-03-01,Wisconsin,7023.0,14792.0,14421.0,680.0,33,37433
2015-03-01,Wyoming,659.0,2023.0,2247.0,96.0,127,5459
2015-02-01,Alabama,16692.0,23552.0,14293.0,844.0,1109,62220
2015-02-01,Alaska,238.0,3032.0,2552.0,211.0,252,6731
2015-02-01,Arizona,3728.0,13951.0,8211.0,754.0,677,30563
2015-02-01,Arkansas,3025.0,8799.0,7037.0,201.0,621,24042
2015-02-01,California,42920.0,37478.0,27480.0,4417.0,0,113789
2015-02-01,Colorado,4142.0,18284.0,12985.0,936.0,1170,37520
2015-02-01,Connecticut,10345.0,9806.0,3890.0,246.0,0,24291
2015-02-01,Delaware,104.0,2135.0,1681.0,79.0,75,4137
2015-02-01,Florida,16779.0,52791.0,24827.0,2303.0,1974,103809
2015-02-01,Georgia,16436.0,22438.0,11166.0,493.0,962,57432
2015-02-01,Hawaii,1193.0,0.0,0.0,0.0,0,1193
2015-02-01,Idaho,2841.0,3723.0,4415.0,206.0,274,12820
2015-02-01,Illinois,48310.0,23614.0,13379.0,0.0,1014,86317
2015-02-01,Indiana,43228.0,24373.0,13650.0,1152.0,653,84043
2015-02-01,Iowa,13054.0,268.0,2984.0,35.0,7,16457
2015-02-01,Kansas,2233.0,7694.0,6109.0,320.0,477,18262
2015-02-01,Kentucky,167767.0,13909.0,9486.0,310.0,1042,198493
2015-02-01,Louisiana,6327.0,13427.0,9717.0,631.0,643,33759
2015-02-01,Maine,0.0,2962.0,2545.0,169.0,145,6166
2015-02-01,Maryland,1103.0,2815.0,4670.0,144.0,23,9092
2015-02-01,Massachusetts,3811.0,4621.0,2174.0,295.0,129,11039
2015-02-01,Michigan,14368.0,13093.0,9906.0,414.0,200,38502
2015-02-01,Minnesota,19155.0,9846.0,9858.0,645.0,374,40699
2015-02-01,Mississippi,771.0,11559.0,6964.0,258.0,524,23970
2015-02-01,Missouri,7327.0,26048.0,15858.0,1120.0,1346,55680
2015-02-01,Montana,1109.0,3178.0,4248.0,131.0,314,11027
2015-02-01,Nebraska,4269.0,133.0,2156.0,25.0,2,6715
2015-02-01,Nevada,2021.0,5338.0,3100.0,229.0,271,11626
2015-02-01,New Hampshire,2190.0,4184.0,2529.0,109.0,3,9085
2015-02-01,New Jersey,0.0,4101.0,3005.0,123.0,0,7229
2015-02-01,New Mexico,748.0,6039.0,4625.0,342.0,447,13832
2015-02-01,New York,2886.0,8512.0,13343.0,643.0,153,25920
2015-02-01,North Carolina,24718.0,1364.0,14638.0,772.0,396,48473
2015-02-01,North Dakota,433.0,1862.0,2783.0,106.0,94,5512
2015-02-01,Ohio,2.0,34137.0,18836.0,1682.0,1595,59899
2015-02-01,Oklahoma,0.0,16251.0,10864.0,932.0,1241,34307
2015-02-01,Oregon,51.0,13230.0,10932.0,0.0,0,24213
2015-02-01,Pennsylvania,20284.0,51886.0,8727.0,0.0,0,81379
2015-02-01,Rhode Island,0.0,922.0,635.0,59.0,136,1777
2015-02-01,South Carolina,6678.0,13831.0,7072.0,500.0,502,31543
2015-02-01,South Dakota,569.0,3449.0,4167.0,173.0,211,9065
2015-02-01,Tennessee,8703.0,27069.0,16763.0,0.0,1226,53761
2015-02-01,Texas,17042.0,60204.0,39798.0,3091.0,3489,140229
2015-02-01,Utah,11420.0,3668.0,4018.0,211.0,217,20627
2015-02-01,Vermont,0.0,1649.0,1421.0,83.0,65,3220
2015-02-01,Virginia,492.0,23999.0,15237.0,1040.0,0,40786
2015-02-01,Washington,10199.0,15771.0,11434.0,1431.0,741,43129
2015-02-01,West Virginia,1692.0,9538.0,7719.0,262.0,721,24248
2015-02-01,Wisconsin,5432.0,13332.0,12361.0,746.0,61,32541
2015-02-01,Wyoming,546.0,2131.0,2092.0,117.0,155,5539
2015-01-01,Alabama,16077.0,16291.0,12944.0,849.0,739,51119
2015-01-01,Alaska,196.0,2439.0,2050.0,225.0,107,5348
2015-01-01,Arizona,3690.0,10585.0,6808.0,723.0,510,24620
2015-01-01,Arkansas,3896.0,5295.0,5760.0,202.0,319,18184
2015-01-01,California,47134.0,37560.0,23524.0,4060.0,0,113292
2015-01-01,Colorado,3404.0,15739.0,11932.0,1031.0,897,33007
2015-01-01,Connecticut,10699.0,9910.0,3891.0,211.0,0,24791
2015-01-01,Delaware,392.0,1910.0,1596.0,82.0,84,4133
2015-01-01,Florida,13798.0,43909.0,21939.0,2433.0,1752,87895
2015-01-01,Georgia,15535.0,13650.0,9280.0,404.0,578,43248
2015-01-01,Hawaii,1188.0,0.0,0.0,0.0,0,1188
2015-01-01,Idaho,2719.0,2568.0,3342.0,187.0,153,9858
2015-01-01,Illinois,63009.0,20682.0,12203.0,0.0,818,96712
2015-01-01,Indiana,34934.0,18433.0,11935.0,1081.0,597,67533
2015-01-01,Iowa,9736.0,197.0,2486.0,44.0,9,12562
2015-01-01,Kansas,2300.0,5724.0,5577.0,331.0,304,15166
2015-01-01,Kentucky,298959.0,9629.0,7663.0,241.0,535,320778
2015-01-01,Louisiana,43.0,10760.0,10358.0,789.0,498,24516
2015-01-01,Maine,0.0,2617.0,2285.0,168.0,117,5423
2015-01-01,Maryland,1623.0,2542.0,4795.0,108.0,12,9311
2015-01-01,Massachusetts,4937.0,5139.0,2568.0,337.0,123,13112
2015-01-01,Michigan,15459.0,9260.0,7923.0,436.0,191,33596
2015-01-01,Minnesota,20089.0,8181.0,7949.0,604.0,324,37824
2015-01-01,Mississippi,837.0,6798.0,6220.0,261.0,314,17119
2015-01-01,Missouri,7340.0,21243.0,13943.0,1185.0,900,47271
2015-01-01,Montana,943.0,2204.0,3380.0,114.0,180,8234
2015-01-01,Nebraska,3915.0,169.0,2057.0,21.0,6,6241
2015-01-01,Nevada,2061.0,3936.0,2553.0,219.0,241,9482
2015-01-01,New Hampshire,2940.0,4097.0,2652.0,118.0,0,9834
2015-01-01,New Jersey,0.0,3854.0,3163.0,127.0,0,7144
2015-01-01,New Mexico,471.0,4548.0,3689.0,353.0,388,10614
2015-01-01,New York,3923.0,9002.0,12478.0,597.0,141,26506
2015-01-01,North Carolina,23597.0,1291.0,13043.0,641.0,213,43199
2015-01-01,North Dakota,689.0,1672.0,2793.0,81.0,83,5512
2015-01-01,Ohio,0.0,26268.0,16186.0,1678.0,1164,47676
2015-01-01,Oklahoma,0.0,13234.0,9811.0,1006.0,832,28606
2015-01-01,Oregon,62.0,10601.0,8766.0,0.0,0,19429
2015-01-01,Pennsylvania,20519.0,44966.0,7800.0,0.0,0,73321
2015-01-01,Rhode Island,0.0,886.0,622.0,63.0,140,1722
2015-01-01,South Carolina,6266.0,8767.0,6156.0,507.0,289,23923
2015-01-01,South Dakota,0.0,2399.0,3631.0,188.0,147,6709
2015-01-01,Tennessee,19362.0,22197.0,15007.0,0.0,970,57536
2015-01-01,Texas,18530.0,44153.0,36397.0,2852.0,2306,115315
2015-01-01,Utah,12100.0,2923.0,3317.0,198.0,135,19394
2015-01-01,Vermont,0.0,1171.0,1081.0,72.0,46,2373
2015-01-01,Virginia,379.0,21023.0,14433.0,844.0,0,36685
2015-01-01,Washington,10516.0,13781.0,9419.0,1423.0,473,38018
2015-01-01,West Virginia,1450.0,6881.0,5876.0,289.0,406,17624
2015-01-01,Wisconsin,4614.0,9703.0,9221.0,608.0,49,24587
2015-01-01,Wyoming,394.0,1646.0,1830.0,106.0,100,4413
2014-12-01,Alabama,16469.0,23630.0,29449.0,773.0,1130,75874
2014-12-01,Alaska,212.0,4259.0,4189.0,305.0,202,9442
2014-12-01,Arizona,3892.0,14200.0,11509.0,842.0,588,33062
2014-12-01,Arkansas,3675.0,8260.0,14121.0,191.0,398,29453
2014-12-01,California,41907.0,66770.0,47409.0,6956.0,0,164170
2014-12-01,Colorado,4623.0,20924.0,19494.0,1067.0,1185,47309
2014-12-01,Connecticut,10560.0,11516.0,5542.0,257.0,0,27883
2014-12-01,Delaware,226.0,2320.0,3079.0,89.0,91,5847
2014-12-01,Florida,12339.0,50412.0,37098.0,2500.0,1954,107882
2014-12-01,Georgia,12759.0,19541.0,22872.0,539.0,786,60222
2014-12-01,Hawaii,1389.0,0.0,0.0,0.0,0,1389
2014-12-01,Idaho,2545.0,4260.0,6913.0,227.0,205,14948
2014-12-01,Illinois,101641.0,24857.0,19709.0,0.0,1013,147220
2014-12-01,Indiana,27509.0,23399.0,21186.0,1044.0,835,74495
2014-12-01,Iowa,8371.0,260.0,5574.0,39.0,6,14335
2014-12-01,Kansas,2328.0,7333.0,10739.0,363.0,438,22119
2014-12-01,Kentucky,259142.0,14308.0,17629.0,308.0,720,295697
2014-12-01,Louisiana,26.0,15337.0,25507.0,740.0,808,44644
2014-12-01,Maine,0.0,3653.0,4701.0,223.0,162,8990
2014-12-01,Maryland,933.0,2839.0,8357.0,115.0,12,12462
2014-12-01,Massachusetts,5009.0,5486.0,3263.0,383.0,183,14332
2014-12-01,Michigan,13920.0,11860.0,15576.0,433.0,222,42291
2014-12-01,Minnesota,19221.0,9357.0,13082.0,577.0,369,43152
2014-12-01,Mississippi,607.0,10726.0,17253.0,268.0,455,32564
2014-12-01,Missouri,6542.0,27713.0,25507.0,1224.0,1155,64574
2014-12-01,Montana,850.0,3913.0,6802.0,109.0,273,13177
2014-12-01,Nebraska,4142.0,184.0,4455.0,29.0,11,8917
2014-12-01,Nevada,2029.0,5202.0,4356.0,285.0,298,12590
2014-12-01,New Hampshire,2938.0,5059.0,4122.0,100.0,2,12247
2014-12-01,New Jersey,0.0,3796.0,4768.0,148.0,0,8712
2014-12-01,New Mexico,825.0,6575.0,6721.0,383.0,331,15881
2014-12-01,New York,2978.0,9349.0,21403.0,604.0,164,34849
2014-12-01,North Carolina,22263.0,1745.0,27082.0,658.0,230,56571
2014-12-01,North Dakota,408.0,2020.0,4018.0,74.0,101,6795
2014-12-01,Ohio,0.0,35658.0,30752.0,1609.0,1436,71731
2014-12-01,Oklahoma,0.0,19055.0,20488.0,1054.0,1183,45311
2014-12-01,Oregon,67.0,14346.0,13994.0,0.0,0,28411
2014-12-01,Pennsylvania,20786.0,61828.0,12737.0,0.0,0,95384
2014-12-01,Rhode Island,0.0,895.0,894.0,59.0,133,1988
2014-12-01,South Carolina,5846.0,11905.0,14320.0,477.0,408,34846
2014-12-01,South Dakota,1.0,3098.0,5897.0,160.0,155,9645
2014-12-01,Tennessee,11115.0,30117.0,30298.0,0.0,1404,72934
2014-12-01,Texas,18336.0,66280.0,78321.0,3420.0,3302,180658
2014-12-01,Utah,12359.0,4744.0,8018.0,206.0,238,26111
2014-12-01,Vermont,0.0,1306.0,1715.0,70.0,57,3152
2014-12-01,Virginia,212.0,24410.0,24225.0,1092.0,0,49939
2014-12-01,Washington,10625.0,19476.0,15253.0,1647.0,657,49826
2014-12-01,West Virginia,1069.0,9844.0,12767.0,338.0,533,26935
2014-12-01,Wisconsin,3724.0,12139.0,14806.0,574.0,43,31622
2014-12-01,Wyoming,363.0,2729.0,3383.0,111.0,118,7031
2014-11-01,Alabama,11509.0,16301.0,22502.0,544.0,963,56324
2014-11-01,Alaska,250.0,3047.0,3798.0,257.0,214,7851
2014-11-01,Arizona,3705.0,9974.0,9362.0,643.0,477,26203
2014-11-01,Arkansas,3982.0,5277.0,12356.0,166.0,337,25577
2014-11-01,California,48671.0,43779.0,34964.0,4087.0,0,132469
2014-11-01,Colorado,2807.0,15478.0,16152.0,847.0,1235,36523
2014-11-01,Connecticut,9193.0,9106.0,4957.0,167.0,0,23451
2014-11-01,Delaware,97.0,1846.0,2649.0,78.0,55,4764
2014-11-01,Florida,10477.0,39126.0,30723.0,1974.0,1805,87931
2014-11-01,Georgia,9808.0,12951.0,16489.0,418.0,706,44325
2014-11-01,Hawaii,1078.0,0.0,0.0,0.0,0,1078
2014-11-01,Idaho,2126.0,2611.0,5013.0,168.0,163,10932
2014-11-01,Illinois,66164.0,19282.0,18280.0,0.0,880,104606
2014-11-01,Indiana,96876.0,16681.0,20381.0,824.0,690,136175
2014-11-01,Iowa,5596.0,174.0,5018.0,19.0,4,10906
2014-11-01,Kansas,1607.0,5428.0,9622.0,227.0,371,18147
2014-11-01,Kentucky,54751.0,8807.0,15632.0,228.0,554,84113
2014-11-01,Louisiana,4.0,10660.0,19375.0,548.0,642,33557
2014-11-01,Maine,0.0,2356.0,4426.0,137.0,142,7347
2014-11-01,Maryland,886.0,2290.0,8896.0,84.0,13,12483
2014-11-01,Massachusetts,4647.0,4698.0,3370.0,360.0,165,13258
2014-11-01,Michigan,12590.0,8752.0,17256.0,281.0,189,39561
2014-11-01,Minnesota,16885.0,6462.0,13470.0,405.0,311,38258
2014-11-01,Mississippi,706.0,6019.0,13482.0,207.0,349,24074
2014-11-01,Missouri,5189.0,23419.0,26565.0,841.0,1120,60330
2014-11-01,Montana,663.0,2442.0,5296.0,92.0,209,10052
2014-11-01,Nebraska,3041.0,135.0,3757.0,20.0,5,7072
2014-11-01,Nevada,951.0,3807.0,3308.0,230.0,236,8950
2014-11-01,New Hampshire,2484.0,3838.0,3784.0,72.0,1,10215
2014-11-01,New Jersey,0.0,3141.0,4357.0,114.0,0,7612
2014-11-01,New Mexico,623.0,4734.0,5370.0,261.0,260,12308
2014-11-01,New York,3233.0,6959.0,22126.0,489.0,145,33260
2014-11-01,North Carolina,16716.0,1210.0,22312.0,483.0,226,45758
2014-11-01,North Dakota,361.0,1447.0,4023.0,69.0,110,6217
2014-11-01,Ohio,0.0,26893.0,32001.0,1413.0,1294,64249
2014-11-01,Oklahoma,0.0,14060.0,17558.0,911.0,1011,37671
2014-11-01,Oregon,52.0,10465.0,11486.0,0.0,0,22003
2014-11-01,Pennsylvania,16515.0,57010.0,13907.0,22.0,0,87572
2014-11-01,Rhode Island,0.0,836.0,796.0,48.0,132,1822
2014-11-01,South Carolina,4590.0,8668.0,10869.0,412.0,415,26987
2014-11-01,South Dakota,2.0,2231.0,5750.0,115.0,150,8620
2014-11-01,Tennessee,8312.0,21010.0,24913.0,0.0,1053,55288
2014-11-01,Texas,15978.0,47340.0,58551.0,2544.0,2815,138837
2014-11-01,Utah,9212.0,3189.0,5890.0,146.0,213,19211
2014-11-01,Vermont,0.0,932.0,1814.0,47.0,36,2833
2014-11-01,Virginia,208.0,19685.0,23164.0,898.0,0,43955
2014-11-01,Washington,9260.0,16080.0,13996.0,1886.0,626,44282
2014-11-01,West Virginia,780.0,6057.0,12780.0,181.0,456,24050
2014-11-01,Wisconsin,4299.0,8645.0,16950.0,434.0,51,31027
2014-11-01,Wyoming,511.0,1675.0,2637.0,85.0,99,5399
2014-10-01,Alabama,15305.0,13930.0,14643.0,507.0,811,50068
2014-10-01,Alaska,218.0,3997.0,4406.0,246.0,290,9803
2014-10-01,Arizona,4094.0,9557.0,7966.0,577.0,517,25181
2014-10-01,Arkansas,4214.0,5164.0,9255.0,138.0,356,23097
2014-10-01,California,50300.0,42829.0,30607.0,3536.0,0,128439
2014-10-01,Colorado,4362.0,14704.0,14649.0,746.0,1065,35546
2014-10-01,Connecticut,10783.0,8934.0,4654.0,119.0,0,24547
2014-10-01,Delaware,128.0,1562.0,1941.0,65.0,74,3802
2014-10-01,Florida,14077.0,38428.0,23668.0,1904.0,1742,83962
2014-10-01,Georgia,13571.0,11239.0,12696.0,337.0,609,43186
2014-10-01,Hawaii,1330.0,0.0,0.0,0.0,0,1330
2014-10-01,Idaho,2888.0,2351.0,5239.0,125.0,175,11973
2014-10-01,Illinois,70325.0,17927.0,14023.0,0.0,778,103053
2014-10-01,Indiana,47593.0,16054.0,15005.0,733.0,615,80707
2014-10-01,Iowa,6822.0,176.0,3667.0,22.0,3,10795
2014-10-01,Kansas,2200.0,4725.0,6092.0,248.0,299,14601
2014-10-01,Kentucky,6049.0,8530.0,11463.0,211.0,654,31756
2014-10-01,Louisiana,0.0,9658.0,15343.0,519.0,670,29220
2014-10-01,Maine,0.0,2800.0,6552.0,117.0,180,10133
2014-10-01,Maryland,1285.0,2410.0,5964.0,104.0,15,10073
2014-10-01,Massachusetts,5639.0,4902.0,3343.0,272.0,174,14369
2014-10-01,Michigan,16955.0,8642.0,13602.0,279.0,199,40169
2014-10-01,Minnesota,18322.0,7461.0,17386.0,407.0,374,45025
2014-10-01,Mississippi,760.0,6024.0,8325.0,176.0,355,19086
2014-10-01,Missouri,6337.0,18128.0,20255.0,834.0,1037,50021
2014-10-01,Montana,1112.0,2651.0,6683.0,88.0,239,12833
2014-10-01,Nebraska,3741.0,130.0,2698.0,13.0,3,6735
2014-10-01,Nevada,1211.0,3830.0,2880.0,195.0,241,8873
2014-10-01,New Hampshire,3392.0,3975.0,4109.0,90.0,2,11633
2014-10-01,New Jersey,0.0,3583.0,3736.0,116.0,0,7435
2014-10-01,New Mexico,971.0,4910.0,4780.0,246.0,409,12641
2014-10-01,New York,3703.0,8190.0,21900.0,392.0,152,34659
2014-10-01,North Carolina,20331.0,1155.0,15491.0,465.0,230,43204
2014-10-01,North Dakota,463.0,1598.0,5306.0,62.0,98,7836
2014-10-01,Ohio,0.0,25552.0,22111.0,1495.0,1289,53277
2014-10-01,Oklahoma,0.0,12353.0,12430.0,717.0,931,30881
2014-10-01,Oregon,25.0,9939.0,10701.0,0.0,0,20667
2014-10-01,Pennsylvania,22166.0,50150.0,10758.0,0.0,0,83119
2014-10-01,Rhode Island,0.0,907.0,806.0,55.0,110,1889
2014-10-01,South Carolina,6472.0,7251.0,7633.0,271.0,300,24311
2014-10-01,South Dakota,8.0,2172.0,6508.0,122.0,151,9445
2014-10-01,Tennessee,7403.0,19184.0,17453.0,0.0,893,44933
2014-10-01,Texas,19667.0,39725.0,44864.0,2317.0,2636,122547
2014-10-01,Utah,9097.0,2335.0,4064.0,83.0,155,16476
2014-10-01,Vermont,0.0,1130.0,1853.0,57.0,58,3101
2014-10-01,Virginia,203.0,18009.0,17273.0,934.0,0,36419
2014-10-01,Washington,10635.0,13942.0,12017.0,1205.0,584,41682
2014-10-01,West Virginia,1024.0,6080.0,9459.0,178.0,485,20922
2014-10-01,Wisconsin,5280.0,10459.0,16475.0,456.0,41,33262
2014-10-01,Wyoming,541.0,1597.0,2630.0,56.0,113,5421
2014-09-01,Alabama,14261.0,12337.0,13130.0,456.0,721,45081
2014-09-01,Alaska,217.0,2416.0,3273.0,120.0,170,6625
2014-09-01,Arizona,4108.0,8689.0,7451.0,606.0,520,23538
2014-09-01,Arkansas,2787.0,4074.0,6480.0,115.0,349,17053
2014-09-01,California,48291.0,37720.0,28503.0,3278.0,0,118856
2014-09-01,Colorado,3266.0,13033.0,12658.0,639.0,899,30504
2014-09-01,Connecticut,10512.0,7785.0,3660.0,144.0,0,22160
2014-09-01,Delaware,94.0,1370.0,1688.0,45.0,58,3289
2014-09-01,Florida,11525.0,37253.0,21661.0,1791.0,1722,77573
2014-09-01,Georgia,11240.0,9973.0,9497.0,294.0,518,35423
2014-09-01,Hawaii,1153.0,0.0,0.0,0.0,0,1153
2014-09-01,Idaho,2454.0,2367.0,4956.0,69.0,174,11211
2014-09-01,Illinois,88071.0,16060.0,12191.0,0.0,821,117143
2014-09-01,Indiana,6439.0,13876.0,12326.0,647.0,615,34547
2014-09-01,Iowa,5545.0,178.0,2660.0,23.0,4,8494
2014-09-01,Kansas,1939.0,3935.0,5343.0,187.0,263,12558
2014-09-01,Kentucky,60765.0,6912.0,8077.0,183.0,498,80383
2014-09-01,Louisiana,0.0,11352.0,16638.0,518.0,819,31703
2014-09-01,Maine,0.0,2440.0,4596.0,120.0,171,7667
2014-09-01,Maryland,1045.0,2282.0,4797.0,87.0,13,8480
2014-09-01,Massachusetts,5455.0,4098.0,2420.0,254.0,129,12394
2014-09-01,Michigan,16646.0,7668.0,12051.0,242.0,179,37179
2014-09-01,Minnesota,17953.0,6621.0,15768.0,375.0,303,41988
2014-09-01,Mississippi,818.0,7427.0,8847.0,190.0,426,20332
2014-09-01,Missouri,5133.0,14837.0,14838.0,646.0,891,39077
2014-09-01,Montana,881.0,2562.0,5273.0,76.0,219,10880
2014-09-01,Nebraska,3191.0,90.0,2156.0,13.0,6,5577
2014-09-01,Nevada,1475.0,3517.0,2803.0,153.0,244,8630
2014-09-01,New Hampshire,2897.0,3466.0,3192.0,67.0,2,9668
2014-09-01,New Jersey,0.0,3492.0,2854.0,124.0,0,6470
2014-09-01,New Mexico,1030.0,4080.0,4168.0,203.0,244,10973
2014-09-01,New York,3488.0,7350.0,16835.0,455.0,125,28575
2014-09-01,North Carolina,17095.0,926.0,12314.0,364.0,202,35405
2014-09-01,North Dakota,298.0,1389.0,3798.0,49.0,87,5914
2014-09-01,Ohio,0.0,20852.0,17783.0,912.0,1066,42944
2014-09-01,Oklahoma,0.0,10040.0,10567.0,573.0,877,25886
2014-09-01,Oregon,66.0,9089.0,10389.0,0.0,0,19544
2014-09-01,Pennsylvania,20044.0,42506.0,8823.0,0.0,0,71450
2014-09-01,Rhode Island,0.0,779.0,627.0,49.0,105,1570
2014-09-01,South Carolina,5486.0,6192.0,6127.0,253.0,297,20378
2014-09-01,South Dakota,1.0,2006.0,4479.0,109.0,156,7166
2014-09-01,Tennessee,6139.0,16841.0,14442.0,0.0,805,38227
2014-09-01,Texas,16930.0,34837.0,46899.0,1949.0,2376,114900
2014-09-01,Utah,9956.0,2458.0,4059.0,90.0,144,17531
2014-09-01,Vermont,0.0,1033.0,1604.0,45.0,57,2743
2014-09-01,Virginia,109.0,16028.0,14835.0,754.0,0,31726
2014-09-01,Washington,8868.0,11366.0,10589.0,919.0,532,35256
2014-09-01,West Virginia,824.0,5203.0,7365.0,189.0,425,16952
2014-09-01,Wisconsin,3991.0,9224.0,13579.0,412.0,31,27754
2014-09-01,Wyoming,627.0,1514.0,2483.0,53.0,97,5296
2014-08-01,Alabama,14823.0,13082.0,11806.0,504.0,781,45465
2014-08-01,Alaska,190.0,2923.0,3852.0,143.0,231,7816
2014-08-01,Arizona,6743.0,9189.0,7159.0,616.0,500,26519
2014-08-01,Arkansas,3028.0,4075.0,5296.0,102.0,300,15895
2014-08-01,California,45625.0,38710.0,30590.0,3454.0,0,119570
2014-08-01,Colorado,4055.0,14088.0,12531.0,639.0,908,32230
2014-08-01,Connecticut,7758.0,6001.0,2553.0,77.0,0,16479
2014-08-01,Delaware,238.0,1427.0,1623.0,53.0,53,3415
2014-08-01,Florida,11081.0,37260.0,19794.0,2009.0,1649,75868
2014-08-01,Georgia,11493.0,10608.0,8358.0,291.0,502,35344
2014-08-01,Hawaii,1130.0,0.0,0.0,0.0,0,1130
2014-08-01,Idaho,2709.0,2298.0,3968.0,97.0,164,10295
2014-08-01,Illinois,62282.0,16532.0,12191.0,0.0,716,91721
2014-08-01,Indiana,7583.0,15459.0,12168.0,662.0,540,37077
2014-08-01,Iowa,5476.0,117.0,2205.0,18.0,3,7923
